key,student_geoid_hashed,student_state,nearest_campus_id,nearest_campus_hashed_geoid,nearest_campus_state,nearest_campus_distance
4315,a44674,NY,18,a46880,NY,22.6004
1393,a21149,IL,16,a22078,IL,11.1211
1743,a22106,IL,16,a22078,IL,11.1211
5733,a63000,TX,11,a66091,TX,49.3194
1801,a22260,IL,16,a22078,IL,11.1211
5839,a63214,TX,11,a66091,TX,49.3194
1568,a21657,IL,16,a22078,IL,11.1211
3833,a42383,NJ,14,a40859,NJ,36.6716
2224,a25030,IN,4,a24882,IN,49.0342
4375,a44921,NY,18,a46880,NY,22.6004
2272,a25088,IN,4,a24882,IN,49.0342
3846,a42397,NJ,14,a40859,NJ,36.6716
807,a13329,CT,66,a13186,CT,49.2057
191,a11868,UN,30,a12127,CO,2.71135
2262,a25078,IN,4,a24882,IN,49.0342
5645,a62796,TX,11,a66091,TX,49.3194
2289,a25157,IN,4,a24882,IN,49.0342
5825,a63159,TX,11,a66091,TX,49.3194
5989,a65954,TX,11,a66091,TX,49.3194
964,a13581,CT,66,a13186,CT,49.2057
4845,a47147,NY,2,a42598,NJ,14.115
5673,a62853,TX,11,a66091,TX,49.3194
3546,a41870,NJ,2,a42598,NJ,14.115
3957,a42574,NJ,2,a42598,NJ,14.115
1840,a22380,IL,16,a22078,IL,11.1211
3042,a40835,NJ,14,a40859,NJ,36.6716
2509,a30286,MD,15,a30451,MD,22.607
4100,a43369,NY,18,a46880,NY,22.6004
1672,a21974,IL,16,a22078,IL,11.1211
2480,a30183,MD,15,a30451,MD,22.607
379,a12181,CO,30,a12127,CO,2.71135
263,a12012,CO,30,a12127,CO,2.71135
1766,a22165,IL,16,a22078,IL,11.1211
3139,a40988,NJ,5,a58089,PA,35.3072
3446,a41701,NJ,2,a42598,NJ,14.115
4470,a45386,NY,18,a46880,NY,22.6004
4825,a47121,NY,2,a42598,NJ,14.115
1413,a21274,IL,16,a22078,IL,11.1211
4442,a45043,NY,2,a42598,NJ,14.115
3879,a42460,NJ,67,a41808,NJ,33.1584
3140,a40990,NJ,67,a41808,NJ,33.1584
3830,a42380,NJ,67,a41808,NJ,33.1584
3873,a42429,NJ,14,a40859,NJ,36.6716
4329,a44743,NY,18,a46880,NY,22.6004
821,a13353,CT,58,a13035,CT,27.775
4211,a43620,NY,2,a42598,NJ,14.115
3012,a40793,NJ,14,a40859,NJ,36.6716
2291,a25159,IN,4,a24882,IN,49.0342
5204,a57979,PA,5,a58089,PA,35.3072
2782,a30845,MD,15,a30451,MD,22.607
3850,a42401,NJ,14,a40859,NJ,36.6716
4366,a44903,NY,2,a42598,NJ,14.115
4714,a46689,NY,2,a42598,NJ,14.115
4305,a44622,NY,18,a46880,NY,22.6004
1511,a21472,IL,16,a22078,IL,11.1211
5404,a60477,TN,17,a60354,TN,48.4827
2383,a29908,MD,15,a30451,MD,22.607
4217,a43871,NY,14,a40859,NJ,36.6716
1007,a13656,CT,66,a13186,CT,49.2057
314,a12095,CO,30,a12127,CO,2.71135
603,a13067,CT,58,a13035,CT,27.775
5887,a63322,TX,11,a66091,TX,49.3194
4912,a47518,NY,18,a46880,NY,22.6004
5240,a58036,PA,5,a58089,PA,35.3072
5511,a61465,TN,17,a60354,TN,48.4827
5179,a57927,PA,5,a58089,PA,35.3072
5438,a61002,TN,17,a60354,TN,48.4827
6166,a66241,TX,11,a66091,TX,49.3194
5125,a57794,PA,5,a58089,PA,35.3072
1395,a21154,IL,16,a22078,IL,11.1211
867,a13427,CT,66,a13186,CT,49.2057
2504,a30261,MD,15,a30451,MD,22.607
4654,a46423,NY,18,a46880,NY,22.6004
5455,a61021,TN,17,a60354,TN,48.4827
2873,a31184,MD,15,a30451,MD,22.607
5185,a57933,PA,5,a58089,PA,35.3072
4230,a43921,NY,14,a40859,NJ,36.6716
1403,a21248,IL,16,a22078,IL,11.1211
1909,a22897,IL,16,a22078,IL,11.1211
6020,a66020,TX,11,a66091,TX,49.3194
869,a13429,CT,66,a13186,CT,49.2057
4472,a45388,NY,18,a46880,NY,22.6004
3178,a41269,NJ,2,a42598,NJ,14.115
2444,a30038,MD,15,a30451,MD,22.607
2650,a30618,DC,15,a30451,MD,22.607
5015,a48087,NY,14,a40859,NJ,36.6716
5162,a57893,PA,5,a58089,PA,35.3072
377,a12179,CO,30,a12127,CO,2.71135
1869,a22546,IL,16,a22078,IL,11.1211
3566,a41894,NJ,67,a41808,NJ,33.1584
5619,a62718,TX,11,a66091,TX,49.3194
6138,a66206,TX,11,a66091,TX,49.3194
1580,a21677,IL,16,a22078,IL,11.1211
1932,a23062,IL,16,a22078,IL,11.1211
4573,a46177,NY,14,a40859,NJ,36.6716
2552,a30431,MD,15,a30451,MD,22.607
3640,a41996,NJ,2,a42598,NJ,14.115
1925,a23020,IL,16,a22078,IL,11.1211
2537,a30384,MD,15,a30451,MD,22.607
1937,a23196,IL,16,a22078,IL,11.1211
289,a12060,CO,30,a12127,CO,2.71135
4960,a47910,NY,14,a40859,NJ,36.6716
3488,a41802,NJ,2,a42598,NJ,14.115
4928,a47650,NY,18,a46880,NY,22.6004
5947,a65104,TX,11,a66091,TX,49.3194
2213,a25006,IN,4,a24882,IN,49.0342
2806,a30880,MD,15,a30451,MD,22.607
316,a12097,CO,30,a12127,CO,2.71135
5032,a56064,PA,7,a57195,PA,29.2139
580,a13026,CT,58,a13035,CT,27.775
1496,a21435,IL,16,a22078,IL,11.1211
3746,a42188,NJ,67,a41808,NJ,33.1584
4070,a43304,NY,18,a46880,NY,22.6004
2101,a24858,IN,4,a24882,IN,49.0342
5261,a58062,PA,5,a58089,PA,35.3072
4620,a46244,NY,14,a40859,NJ,36.6716
3027,a40817,NJ,14,a40859,NJ,36.6716
2918,a31659,MA,66,a13186,CT,49.2057
1335,a19586,GA,40,a18790,GA,45.353
4301,a44614,NY,2,a42598,NJ,14.115
0,a11621,CO,30,a12127,CO,2.71135
943,a13545,CT,58,a13035,CT,27.775
5175,a57921,PA,5,a58089,PA,35.3072
5505,a61159,TN,17,a60354,TN,48.4827
1683,a22019,IL,16,a22078,IL,11.1211
1341,a19602,GA,40,a18790,GA,45.353
973,a13601,CT,66,a13186,CT,49.2057
3486,a41799,NJ,67,a41808,NJ,33.1584
3375,a41578,NJ,2,a42598,NJ,14.115
4839,a47141,NY,2,a42598,NJ,14.115
3635,a41990,NJ,67,a41808,NJ,33.1584
1483,a21414,IL,16,a22078,IL,11.1211
461,a12479,CO,30,a12127,CO,2.71135
1081,a18377,GA,40,a18790,GA,45.353
4916,a47529,NY,18,a46880,NY,22.6004
4968,a47932,NY,18,a46880,NY,22.6004
670,a13149,CT,66,a13186,CT,49.2057
1018,a13668,CT,66,a13186,CT,49.2057
4431,a45022,NY,2,a42598,NJ,14.115
1306,a19421,GA,40,a18790,GA,45.353
433,a12436,CO,30,a12127,CO,2.71135
5466,a61034,TN,17,a60354,TN,48.4827
1455,a21341,IL,16,a22078,IL,11.1211
5118,a57779,PA,5,a58089,PA,35.3072
1470,a21375,IL,16,a22078,IL,11.1211
3626,a41979,NJ,67,a41808,NJ,33.1584
3490,a41804,NJ,67,a41808,NJ,33.1584
1005,a13654,CT,66,a13186,CT,49.2057
2079,a24687,IN,16,a22078,IL,11.1211
980,a13609,CT,66,a13186,CT,49.2057
4681,a46566,NY,18,a46880,NY,22.6004
5526,a61496,TN,17,a60354,TN,48.4827
2606,a30527,MD,15,a30451,MD,22.607
2626,a30578,MD,15,a30451,MD,22.607
1200,a18981,GA,40,a18790,GA,45.353
2364,a29882,MD,15,a30451,MD,22.607
5698,a62926,TX,11,a66091,TX,49.3194
4158,a43504,NY,18,a46880,NY,22.6004
1222,a19053,GA,40,a18790,GA,45.353
5516,a61480,TN,17,a60354,TN,48.4827
1334,a19580,GA,40,a18790,GA,45.353
5395,a60467,TN,17,a60354,TN,48.4827
2900,a31635,MA,66,a13186,CT,49.2057
1861,a22509,IL,16,a22078,IL,11.1211
3182,a41273,NJ,2,a42598,NJ,14.115
4634,a46334,NY,18,a46880,NY,22.6004
5008,a48075,NJ,14,a40859,NJ,36.6716
2005,a24483,IN,4,a24882,IN,49.0342
5532,a61579,TN,17,a60354,TN,48.4827
1592,a21695,IL,16,a22078,IL,11.1211
4733,a46772,NY,18,a46880,NY,22.6004
2587,a30481,MD,15,a30451,MD,22.607
663,a13142,CT,57,a13101,CT,45.6509
6200,a68212,VA,15,a30451,MD,22.607
6139,a66207,TX,11,a66091,TX,49.3194
1153,a18799,GA,40,a18790,GA,45.353
1256,a19191,GA,40,a18790,GA,45.353
450,a12458,CO,30,a12127,CO,2.71135
4801,a47089,NY,2,a42598,NJ,14.115
3689,a42096,NJ,67,a41808,NJ,33.1584
2555,a30434,MD,15,a30451,MD,22.607
984,a13615,CT,66,a13186,CT,49.2057
2422,a29981,MD,15,a30451,MD,22.607
1220,a19049,GA,40,a18790,GA,45.353
1115,a18711,GA,40,a18790,GA,45.353
1183,a18845,GA,40,a18790,GA,45.353
4082,a43335,NY,14,a40859,NJ,36.6716
87,a11713,CO,30,a12127,CO,2.71135
1550,a21624,IL,16,a22078,IL,11.1211
6207,a68685,VA,15,a30451,MD,22.607
5806,a63107,TX,11,a66091,TX,49.3194
2176,a24963,IN,4,a24882,IN,49.0342
1016,a13666,CT,66,a13186,CT,49.2057
1110,a18702,GA,40,a18790,GA,45.353
5960,a65659,TX,11,a66091,TX,49.3194
5452,a61018,TN,17,a60354,TN,48.4827
1071,a14056,DC,15,a30451,MD,22.607
819,a13349,CT,57,a13101,CT,45.6509
5081,a57207,PA,7,a57195,PA,29.2139
2083,a24722,IN,16,a22078,IL,11.1211
243,a11985,CO,30,a12127,CO,2.71135
3762,a42221,NJ,67,a41808,NJ,33.1584
4344,a44810,NY,18,a46880,NY,22.6004
1070,a14055,DC,15,a30451,MD,22.607
4258,a44402,NY,18,a46880,NY,22.6004
1764,a22159,IL,16,a22078,IL,11.1211
4627,a46313,NY,18,a46880,NY,22.6004
2750,a30801,MD,15,a30451,MD,22.607
952,a13559,CT,57,a13101,CT,45.6509
5881,a63305,TX,11,a66091,TX,49.3194
519,a12867,CO,30,a12127,CO,2.71135
859,a13407,CT,58,a13035,CT,27.775
5294,a58130,PA,5,a58089,PA,35.3072
4421,a45003,NY,18,a46880,NY,22.6004
2883,a31211,MD,15,a30451,MD,22.607
1635,a21864,IL,16,a22078,IL,11.1211
5786,a63072,TX,11,a66091,TX,49.3194
3146,a41005,NJ,5,a58089,PA,35.3072
2473,a30143,MD,15,a30451,MD,22.607
59,a11682,CO,30,a12127,CO,2.71135
5790,a63078,TX,11,a66091,TX,49.3194
5632,a62751,TX,11,a66091,TX,49.3194
4775,a46982,NY,18,a46880,NY,22.6004
1197,a18962,GA,40,a18790,GA,45.353
1442,a21324,IL,16,a22078,IL,11.1211
2337,a28276,KY,17,a60354,TN,48.4827
5549,a61621,TN,17,a60354,TN,48.4827
3878,a42434,NJ,14,a40859,NJ,36.6716
613,a13085,CT,57,a13101,CT,45.6509
2310,a25264,IN,4,a24882,IN,49.0342
1035,a13689,CT,66,a13186,CT,49.2057
5480,a61118,TN,17,a60354,TN,48.4827
4569,a45864,NY,18,a46880,NY,22.6004
872,a13433,CT,58,a13035,CT,27.775
2308,a25262,IN,4,a24882,IN,49.0342
5779,a63064,TX,11,a66091,TX,49.3194
4593,a46206,NY,14,a40859,NJ,36.6716
1453,a21336,IL,16,a22078,IL,11.1211
2377,a29902,MD,15,a30451,MD,22.607
1734,a22095,IL,16,a22078,IL,11.1211
1904,a22885,IL,16,a22078,IL,11.1211
3504,a41824,NJ,67,a41808,NJ,33.1584
5862,a63255,TX,11,a66091,TX,49.3194
1841,a22385,IL,16,a22078,IL,11.1211
2828,a31026,MD,15,a30451,MD,22.607
356,a12146,CO,30,a12127,CO,2.71135
2596,a30500,MD,15,a30451,MD,22.607
3164,a41252,NJ,2,a42598,NJ,14.115
3049,a40844,NJ,14,a40859,NJ,36.6716
4310,a44651,NY,18,a46880,NY,22.6004
4877,a47184,NY,14,a40859,NJ,36.6716
1251,a19139,GA,40,a18790,GA,45.353
210,a11910,CO,30,a12127,CO,2.71135
384,a12186,CO,30,a12127,CO,2.71135
5686,a62876,TX,11,a66091,TX,49.3194
4407,a44979,NY,2,a42598,NJ,14.115
4270,a44470,NY,2,a42598,NJ,14.115
5563,a62455,TX,11,a66091,TX,49.3194
6080,a66102,TX,11,a66091,TX,49.3194
6189,a68066,VA,15,a30451,MD,22.607
2074,a24635,IN,4,a24882,IN,49.0342
5969,a65772,TX,11,a66091,TX,49.3194
2821,a30904,MD,15,a30451,MD,22.607
546,a12935,CT,58,a13035,CT,27.775
3725,a42154,NJ,67,a41808,NJ,33.1584
2360,a29875,MD,15,a30451,MD,22.607
2258,a25073,IN,4,a24882,IN,49.0342
3025,a40812,NJ,14,a40859,NJ,36.6716
4847,a47150,NY,2,a42598,NJ,14.115
3615,a41961,NJ,2,a42598,NJ,14.115
3907,a42499,NJ,67,a41808,NJ,33.1584
3501,a41820,NJ,2,a42598,NJ,14.115
4498,a45473,NY,18,a46880,NY,22.6004
5140,a57828,PA,5,a58089,PA,35.3072
5323,a60333,TN,17,a60354,TN,48.4827
215,a11919,CO,30,a12127,CO,2.71135
3595,a41932,NJ,67,a41808,NJ,33.1584
3324,a41449,NJ,2,a42598,NJ,14.115
2008,a24486,IN,4,a24882,IN,49.0342
1993,a24468,IN,4,a24882,IN,49.0342
5184,a57932,PA,5,a58089,PA,35.3072
734,a13227,CT,66,a13186,CT,49.2057
1709,a22063,IL,16,a22078,IL,11.1211
5510,a61461,TN,17,a60354,TN,48.4827
2003,a24481,IN,4,a24882,IN,49.0342
1255,a19179,GA,40,a18790,GA,45.353
5668,a62845,TX,11,a66091,TX,49.3194
2434,a30004,MD,15,a30451,MD,22.607
739,a13234,CT,57,a13101,CT,45.6509
5879,a63296,TX,11,a66091,TX,49.3194
3580,a41913,NJ,2,a42598,NJ,14.115
1745,a22110,IL,16,a22078,IL,11.1211
1702,a22056,IL,16,a22078,IL,11.1211
4405,a44977,NY,18,a46880,NY,22.6004
4532,a45716,NY,14,a40859,NJ,36.6716
1497,a21437,IL,16,a22078,IL,11.1211
5643,a62794,TX,11,a66091,TX,49.3194
5967,a65770,TX,11,a66091,TX,49.3194
594,a13048,CT,58,a13035,CT,27.775
2523,a30320,MD,15,a30451,MD,22.607
1902,a22855,IL,16,a22078,IL,11.1211
18,a11639,CO,30,a12127,CO,2.71135
4999,a48038,NY,14,a40859,NJ,36.6716
2453,a30070,MD,15,a30451,MD,22.607
4462,a45361,NY,18,a46880,NY,22.6004
2307,a25261,IN,4,a24882,IN,49.0342
3819,a42367,NJ,14,a40859,NJ,36.6716
1000,a13646,CT,66,a13186,CT,49.2057
5604,a62597,TX,11,a66091,TX,49.3194
2492,a30212,MD,15,a30451,MD,22.607
4756,a46891,NY,18,a46880,NY,22.6004
3342,a41529,NJ,2,a42598,NJ,14.115
1169,a18823,GA,40,a18790,GA,45.353
3829,a42378,NJ,14,a40859,NJ,36.6716
4817,a47108,NY,67,a41808,NJ,33.1584
691,a13172,CT,66,a13186,CT,49.2057
1872,a22576,IL,16,a22078,IL,11.1211
4864,a47169,NY,14,a40859,NJ,36.6716
5749,a63023,TX,11,a66091,TX,49.3194
3240,a41336,NJ,2,a42598,NJ,14.115
4553,a45819,NY,18,a46880,NY,22.6004
5856,a63244,TX,11,a66091,TX,49.3194
5721,a62979,TX,11,a66091,TX,49.3194
82,a11708,CO,30,a12127,CO,2.71135
1248,a19135,GA,40,a18790,GA,45.353
1371,a19990,GA,40,a18790,GA,45.353
385,a12187,CO,30,a12127,CO,2.71135
5167,a57907,PA,5,a58089,PA,35.3072
1509,a21466,IL,16,a22078,IL,11.1211
1873,a22579,IL,16,a22078,IL,11.1211
843,a13384,CT,66,a13186,CT,49.2057
5814,a63125,TX,11,a66091,TX,49.3194
1814,a22291,IL,16,a22078,IL,11.1211
3694,a42104,NJ,2,a42598,NJ,14.115
5446,a61011,TN,17,a60354,TN,48.4827
5873,a63282,TX,11,a66091,TX,49.3194
2751,a30803,MD,15,a30451,MD,22.607
5135,a57822,PA,5,a58089,PA,35.3072
3343,a41531,NJ,2,a42598,NJ,14.115
6056,a66072,TX,11,a66091,TX,49.3194
5072,a57170,PA,7,a57195,PA,29.2139
3196,a41289,NJ,2,a42598,NJ,14.115
3824,a42373,NJ,14,a40859,NJ,36.6716
46,a11669,CO,30,a12127,CO,2.71135
1239,a19083,GA,40,a18790,GA,45.353
4389,a44949,NY,18,a46880,NY,22.6004
3054,a40850,NJ,14,a40859,NJ,36.6716
3700,a42112,NJ,14,a40859,NJ,36.6716
3261,a41358,NJ,2,a42598,NJ,14.115
127,a11788,CO,30,a12127,CO,2.71135
4776,a46985,NY,18,a46880,NY,22.6004
1703,a22057,IL,16,a22078,IL,11.1211
5205,a57980,PA,5,a58089,PA,35.3072
370,a12170,CO,30,a12127,CO,2.71135
6094,a66124,TX,11,a66091,TX,49.3194
3425,a41655,NJ,2,a42598,NJ,14.115
4052,a42678,NJ,2,a42598,NJ,14.115
3346,a41536,NJ,2,a42598,NJ,14.115
1432,a21310,IL,16,a22078,IL,11.1211
5524,a61494,TN,17,a60354,TN,48.4827
4267,a44462,NY,2,a42598,NJ,14.115
3925,a42527,NJ,67,a41808,NJ,33.1584
2994,a40769,NJ,14,a40859,NJ,36.6716
1443,a21325,IL,16,a22078,IL,11.1211
2436,a30010,MD,15,a30451,MD,22.607
2929,a31680,MA,66,a13186,CT,49.2057
3805,a42350,NJ,14,a40859,NJ,36.6716
2298,a25168,IN,4,a24882,IN,49.0342
676,a13157,CT,66,a13186,CT,49.2057
5041,a56576,PA,5,a58089,PA,35.3072
1457,a21345,IL,16,a22078,IL,11.1211
2476,a30156,MD,15,a30451,MD,22.607
5317,a60269,TN,17,a60354,TN,48.4827
5201,a57955,PA,5,a58089,PA,35.3072
5847,a63226,TX,11,a66091,TX,49.3194
3956,a42573,NJ,67,a41808,NJ,33.1584
4954,a47899,NY,18,a46880,NY,22.6004
2440,a30023,MD,15,a30451,MD,22.607
1607,a21738,IL,16,a22078,IL,11.1211
5160,a57885,PA,5,a58089,PA,35.3072
5866,a63263,TX,11,a66091,TX,49.3194
2276,a25092,IN,4,a24882,IN,49.0342
2913,a31654,MA,66,a13186,CT,49.2057
5123,a57792,PA,5,a58089,PA,35.3072
4491,a45463,NY,18,a46880,NY,22.6004
3325,a41450,NJ,2,a42598,NJ,14.115
686,a13167,CT,66,a13186,CT,49.2057
3073,a40871,NJ,14,a40859,NJ,36.6716
89,a11715,CO,30,a12127,CO,2.71135
4994,a48010,NY,14,a40859,NJ,36.6716
1195,a18913,GA,40,a18790,GA,45.353
1824,a22319,IL,16,a22078,IL,11.1211
1701,a22055,IL,16,a22078,IL,11.1211
1203,a18993,GA,40,a18790,GA,45.353
4309,a44636,NY,18,a46880,NY,22.6004
5998,a65972,TX,11,a66091,TX,49.3194
2127,a24892,IN,4,a24882,IN,49.0342
5588,a62519,TX,11,a66091,TX,49.3194
3997,a42614,NJ,2,a42598,NJ,14.115
4781,a47045,NY,2,a42598,NJ,14.115
5271,a58075,PA,5,a58089,PA,35.3072
4782,a47047,NY,2,a42598,NJ,14.115
3771,a42243,NJ,2,a42598,NJ,14.115
1517,a21523,IL,16,a22078,IL,11.1211
3582,a41915,NJ,2,a42598,NJ,14.115
4719,a46701,NY,18,a46880,NY,22.6004
919,a13502,CT,58,a13035,CT,27.775
3478,a41791,NJ,67,a41808,NJ,33.1584
129,a11790,CO,30,a12127,CO,2.71135
1828,a22338,IL,16,a22078,IL,11.1211
2076,a24638,IN,4,a24882,IN,49.0342
5616,a62712,TX,11,a66091,TX,49.3194
5279,a58088,PA,5,a58089,PA,35.3072
1499,a21439,IL,16,a22078,IL,11.1211
441,a12446,CO,30,a12127,CO,2.71135
2009,a24487,IN,4,a24882,IN,49.0342
1538,a21601,IL,16,a22078,IL,11.1211
1367,a19985,GA,40,a18790,GA,45.353
2215,a25008,IN,4,a24882,IN,49.0342
2575,a30458,MD,15,a30451,MD,22.607
211,a11912,CO,30,a12127,CO,2.71135
1209,a19013,GA,40,a18790,GA,45.353
1648,a21908,IL,16,a22078,IL,11.1211
4331,a44746,NY,18,a46880,NY,22.6004
4480,a45400,NY,18,a46880,NY,22.6004
887,a13455,CT,58,a13035,CT,27.775
5538,a61601,TN,17,a60354,TN,48.4827
3869,a42424,NJ,14,a40859,NJ,36.6716
1298,a19409,GA,40,a18790,GA,45.353
6161,a66236,TX,11,a66091,TX,49.3194
2507,a30281,MD,15,a30451,MD,22.607
3153,a41055,NJ,5,a58089,PA,35.3072
3301,a41411,NJ,2,a42598,NJ,14.115
644,a13119,CT,66,a13186,CT,49.2057
3067,a40864,NJ,14,a40859,NJ,36.6716
4486,a45428,NY,18,a46880,NY,22.6004
3549,a41873,NJ,67,a41808,NJ,33.1584
4514,a45596,NY,18,a46880,NY,22.6004
4007,a42624,NJ,2,a42598,NJ,14.115
2320,a25374,IN,4,a24882,IN,49.0342
5706,a62945,TX,11,a66091,TX,49.3194
4626,a46254,NY,14,a40859,NJ,36.6716
6131,a66191,TX,11,a66091,TX,49.3194
2926,a31677,MA,66,a13186,CT,49.2057
79,a11705,CO,30,a12127,CO,2.71135
2810,a30884,NJ,15,a30451,MD,22.607
1685,a22021,IL,16,a22078,IL,11.1211
4450,a45327,NY,18,a46880,NY,22.6004
1156,a18802,GA,40,a18790,GA,45.353
5341,a60358,TN,17,a60354,TN,48.4827
3555,a41880,NJ,67,a41808,NJ,33.1584
3098,a40898,NJ,2,a42598,NJ,14.115
2940,a31697,MA,66,a13186,CT,49.2057
1590,a21690,IL,16,a22078,IL,11.1211
5657,a62829,TX,11,a66091,TX,49.3194
4269,a44468,NY,18,a46880,NY,22.6004
1724,a22084,IL,16,a22078,IL,11.1211
2366,a29885,MD,15,a30451,MD,22.607
4254,a44373,NY,2,a42598,NJ,14.115
4636,a46343,NY,18,a46880,NY,22.6004
1407,a21257,IL,16,a22078,IL,11.1211
5523,a61492,TN,17,a60354,TN,48.4827
4939,a47819,NY,14,a40859,NJ,36.6716
5815,a63127,TX,11,a66091,TX,49.3194
4343,a44808,NY,18,a46880,NY,22.6004
2916,a31657,MA,66,a13186,CT,49.2057
2757,a30812,MD,15,a30451,MD,22.607
5211,a57989,PA,5,a58089,PA,35.3072
418,a12414,CO,30,a12127,CO,2.71135
4766,a46929,NY,18,a46880,NY,22.6004
1864,a22522,IL,16,a22078,IL,11.1211
4473,a45389,NY,18,a46880,NY,22.6004
2026,a24514,IN,4,a24882,IN,49.0342
5477,a61114,TN,17,a60354,TN,48.4827
978,a13607,CT,66,a13186,CT,49.2057
5762,a63041,TX,11,a66091,TX,49.3194
3810,a42355,NJ,14,a40859,NJ,36.6716
701,a13182,CT,66,a13186,CT,49.2057
5457,a61023,TN,17,a60354,TN,48.4827
6085,a66110,TX,11,a66091,TX,49.3194
8,a11629,CO,30,a12127,CO,2.71135
5398,a60471,TN,17,a60354,TN,48.4827
5396,a60469,TN,17,a60354,TN,48.4827
2171,a24958,IN,4,a24882,IN,49.0342
905,a13485,CT,57,a13101,CT,45.6509
4318,a44681,NY,18,a46880,NY,22.6004
3608,a41948,NJ,67,a41808,NJ,33.1584
5214,a57995,PA,5,a58089,PA,35.3072
1926,a23021,IL,16,a22078,IL,11.1211
3871,a42427,NJ,14,a40859,NJ,36.6716
5114,a57693,PA,7,a57195,PA,29.2139
2817,a30895,MD,15,a30451,MD,22.607
4303,a44616,NY,18,a46880,NY,22.6004
3127,a40937,NJ,14,a40859,NJ,36.6716
492,a12806,CO,30,a12127,CO,2.71135
6052,a66067,TX,11,a66091,TX,49.3194
2956,a31726,MA,66,a13186,CT,49.2057
1102,a18652,GA,40,a18790,GA,45.353
3090,a40890,NJ,14,a40859,NJ,36.6716
341,a12125,CO,30,a12127,CO,2.71135
1323,a19537,GA,40,a18790,GA,45.353
950,a13556,CT,66,a13186,CT,49.2057
4256,a44394,NY,18,a46880,NY,22.6004
3665,a42044,NJ,67,a41808,NJ,33.1584
1571,a21666,IL,16,a22078,IL,11.1211
3091,a40891,NJ,14,a40859,NJ,36.6716
4762,a46905,NY,18,a46880,NY,22.6004
1408,a21259,IL,16,a22078,IL,11.1211
4894,a47210,NY,14,a40859,NJ,36.6716
51,a11674,CO,30,a12127,CO,2.71135
1638,a21875,IL,16,a22078,IL,11.1211
2051,a24548,IN,4,a24882,IN,49.0342
5560,a61636,TN,17,a60354,TN,48.4827
4655,a46432,NY,18,a46880,NY,22.6004
827,a13360,CT,57,a13101,CT,45.6509
4890,a47205,NY,14,a40859,NJ,36.6716
2668,a30678,MD,15,a30451,MD,22.607
4697,a46636,NY,18,a46880,NY,22.6004
4606,a46226,NY,14,a40859,NJ,36.6716
2004,a24482,IN,4,a24882,IN,49.0342
5306,a60163,TN,17,a60354,TN,48.4827
429,a12426,CO,30,a12127,CO,2.71135
27,a11648,CO,30,a12127,CO,2.71135
2036,a24531,IN,4,a24882,IN,49.0342
2284,a25146,IN,4,a24882,IN,49.0342
2526,a30351,MD,15,a30451,MD,22.607
6127,a66179,TX,11,a66091,TX,49.3194
1706,a22060,IL,16,a22078,IL,11.1211
4063,a43289,NY,18,a46880,NY,22.6004
4166,a43528,NY,18,a46880,NY,22.6004
1539,a21604,IL,16,a22078,IL,11.1211
1094,a18638,GA,40,a18790,GA,45.353
5133,a57818,PA,5,a58089,PA,35.3072
3717,a42139,NJ,2,a42598,NJ,14.115
562,a12990,CT,58,a13035,CT,27.775
4319,a44692,NY,18,a46880,NY,22.6004
3984,a42601,NJ,2,a42598,NJ,14.115
120,a11781,CO,30,a12127,CO,2.71135
3040,a40833,NJ,14,a40859,NJ,36.6716
2539,a30403,MD,15,a30451,MD,22.607
567,a12999,CT,58,a13035,CT,27.775
5421,a60928,TN,17,a60354,TN,48.4827
2245,a25059,IN,4,a24882,IN,49.0342
1130,a18744,GA,40,a18790,GA,45.353
2901,a31638,MA,66,a13186,CT,49.2057
1727,a22088,IL,16,a22078,IL,11.1211
992,a13634,CT,66,a13186,CT,49.2057
212,a11913,CO,30,a12127,CO,2.71135
5977,a65916,TX,11,a66091,TX,49.3194
2385,a29911,MD,15,a30451,MD,22.607
3980,a42597,NJ,2,a42598,NJ,14.115
228,a11937,CO,30,a12127,CO,2.71135
778,a13278,CT,66,a13186,CT,49.2057
3639,a41995,NJ,2,a42598,NJ,14.115
3258,a41355,NJ,2,a42598,NJ,14.115
4029,a42654,NJ,14,a40859,NJ,36.6716
5363,a60396,TN,17,a60354,TN,48.4827
4353,a44862,NY,2,a42598,NJ,14.115
158,a11824,CO,30,a12127,CO,2.71135
2967,a31759,MA,66,a13186,CT,49.2057
5736,a63004,TX,11,a66091,TX,49.3194
1578,a21674,IL,16,a22078,IL,11.1211
1786,a22232,IL,16,a22078,IL,11.1211
4749,a46876,NY,18,a46880,NY,22.6004
5994,a65962,TX,11,a66091,TX,49.3194
4535,a45747,NY,2,a42598,NJ,14.115
1049,a13926,DC,15,a30451,MD,22.607
298,a12071,CO,30,a12127,CO,2.71135
3046,a40839,NJ,2,a42598,NJ,14.115
2874,a31191,MD,15,a30451,MD,22.607
3461,a41732,NJ,5,a58089,PA,35.3072
462,a12480,CO,30,a12127,CO,2.71135
1073,a14059,DC,15,a30451,MD,22.607
5037,a56235,PA,7,a57195,PA,29.2139
4109,a43382,NY,18,a46880,NY,22.6004
5725,a62986,TX,11,a66091,TX,49.3194
3280,a41382,NJ,2,a42598,NJ,14.115
5194,a57946,PA,5,a58089,PA,35.3072
5058,a56681,PA,5,a58089,PA,35.3072
3329,a41454,NJ,2,a42598,NJ,14.115
331,a12112,CO,30,a12127,CO,2.71135
