geoid_hashed,DADI,DACI,DAGI,DAEI,Inquiries,Google,BLS Job Openings,BLS Current Employment,BLS Future Employment,BLS Generalist Jobs,BLS Gen Jobs Opennings,2019 Completion
a41544,40.62,3.61,88.36,143.14,14,25.538,3.8777,41.695,42.173,0.081062,0.083959,0
a41545,40.64,3.62,88.61,143.55,3,18.239,2.6232,28.368,28.542,0.057892,0.056532,0
a41546,40.62,3.61,88.72,143.73,7,14.814,2.1858,22.93,23.726,0.047023,0.046767,0
a41547,40.62,3.61,88.85,143.92,9,21.162,4.5879,49.448,49.906,0.067171,0.064943,0
a41548,40.63,3.61,89.71,145.36,1,9.5126,1.3696,14.57,14.883,0.030194,0.029579,0
a41549,40.54,3.6,87.26,141.36,15,25.181,3.6164,38.751,39.32,0.079927,0.078224,0
a41550,40.57,3.6,88.12,142.77,21,31.421,4.6279,49.519,50.312,0.099735,0.10153,0
a41551,40.54,3.6,88.42,143.25,30,14.644,2.3446,24.395,25.433,0.046483,0.046328,0
a41552,40.53,3.59,87.86,142.35,20,22.002,3.2223,34.028,34.995,0.069839,0.068934,0
a41553,40.51,3.59,88.37,143.19,40,11.256,1.6576,16.864,17.949,0.035728,0.035377,0
a41554,40.53,3.58,88.01,142.6,13,11.779,1.7123,17.743,18.568,0.037388,0.036234,0
a41555,40.5,3.58,88.16,142.84,18,19.401,2.926,30.319,31.73,0.061581,0.061079,0
a41556,40.52,3.58,88.42,143.28,6,10.67,1.5743,16.342,17.074,0.033869,0.033689,0
a41557,40.52,3.58,88.64,143.65,6,12.758,2.0036,20.672,21.72,0.040496,0.040439,0
a41558,40.45,3.59,86.91,140.81,19,20.411,2.9869,31.234,32.412,0.064787,0.063995,0
a41559,40.46,3.58,87.45,141.68,16,19.115,2.8133,29.397,30.527,0.060673,0.060141,0
a41560,40.38,3.57,87.3,141.46,19,21.104,3.2002,33.256,34.71,0.066987,0.069202,0
a41561,40.38,3.56,87.76,142.22,11,15.083,2.2116,22.909,23.982,0.047874,0.047336,0
a41562,40.19,3.56,86.1,139.51,20,28.985,4.1656,44.867,45.311,0.092002,0.089711,0
a41563,40.34,3.56,87.3,141.47,10,12.83,1.9442,20.537,21.115,0.040723,0.039659,0
a41564,40.28,3.56,86.87,140.76,19,18.019,2.6579,27.596,28.827,0.057196,0.056755,0
a41565,40.11,3.54,87.2,141.31,94,23.978,3.4975,36.671,37.962,0.07611,0.074289,0
a41566,40.06,3.53,87.45,141.77,0,7.3803,1.0857,11.433,11.788,0.023426,0.023307,0
a41567,40.18,3.55,86.47,140.13,23,34.644,5.09,52.871,55.207,0.10997,0.10891,0
a41568,40.15,3.54,86.76,140.59,23,21.095,3.052,32.055,33.131,0.066958,0.064903,0
a41569,39.96,3.52,85.93,139.26,18,31.73,4.6516,49.312,50.532,0.10071,0.099414,0
a41570,40.06,3.53,86.35,139.93,14,17.371,2.517,26.91,27.361,0.055139,0.053691,0
a41571,39.96,3.53,86.31,139.88,20,20.411,3.0132,31.405,32.69,0.064787,0.064253,0
a41572,40.6,3.61,89.85,145.6,9,14.394,2.2225,23.931,24.174,0.045689,0.045234,0
a41573,40.62,3.61,89.52,145.05,3,9.8613,1.468,15.763,15.964,0.031301,0.032136,0
a41574,40.65,3.62,89.24,144.58,0,6.6159,0.97036,10.397,10.55,0.021,0.020411,0
a41575,40.58,3.6,88.93,144.1,20,18.368,2.9222,28.425,31.537,0.058303,0.056175,0
a41576,40.45,3.57,87.74,142.17,20,17.814,2.612,25.982,28.236,0.056544,0.055986,0
a41577,40.64,3.64,88.63,143.49,0,0.4202,0.060329,0.62882,0.65451,0.0013338,0.0013062,0
a41578,40.66,3.62,90.07,145.94,2,19.119,3.1163,32.291,33.793,0.060687,0.060351,0
a41579,40.67,3.63,89.31,144.69,9,15.243,2.258,24.202,24.551,0.048385,0.046887,0
a41580,40.71,3.63,89.89,145.63,0,10.116,1.8517,19.758,20.126,0.03211,0.031272,0
a41581,40.56,3.6,89.66,145.29,1,6.4282,1.5125,16.156,16.441,0.020404,0.020027,0
a41582,40.56,3.61,90.33,146.39,2,22.472,3.3091,35.607,35.991,0.071329,0.070441,0
a41583,40.58,3.61,90.12,146.04,1,23.616,3.7241,39.944,40.494,0.074961,0.072816,0
a41584,40.65,3.63,90.56,146.68,2,30.098,7.7983,84.762,84.887,0.095535,0.094284,0
a41585,40.73,3.65,90.72,146.95,0,47.554,8.5503,92.007,92.997,0.15094,0.14707,0
a41586,40.71,3.64,90.15,146.04,5,7.139,1.4224,15.342,15.473,0.02266,0.021951,0
a41587,39.78,3.53,85.16,138.02,18,26.482,3.9165,41.909,42.579,0.084056,0.082045,0
a41588,39.64,3.5,85.23,138.18,6,14.788,2.1654,23.252,23.548,0.046938,0.04566,0
a41589,39.57,3.47,86.14,139.66,3,13.397,2.0335,21.723,22.104,0.042525,0.041417,0
a41590,39.45,3.47,85.51,138.64,5,19.191,3.2456,33.792,35.208,0.060914,0.059161,0
a41591,39.53,3.5,84.62,137.18,17,24.229,3.688,39.487,40.096,0.076905,0.075944,0
a41592,39.03,3.46,83.27,135.03,14,31.149,4.6484,49.098,50.483,0.09887,0.096239,0
a41593,39.04,3.45,83.97,136.17,59,17.009,2.5528,27.046,27.731,0.05399,0.053597,0
a41594,39.11,3.43,84.68,137.31,13,14.747,2.2082,23.238,23.975,0.04681,0.046515,0
a41595,38.87,3.42,83.35,135.18,3,10.179,1.6618,17.478,18.042,0.032309,0.032012,0
a41596,38.9,3.43,83.29,135.08,3,10.885,1.6476,17.121,17.871,0.03455,0.03459,0
a41597,38.86,3.44,82.95,134.52,10,21.471,3.1987,33.963,34.753,0.06815,0.067657,0
a41598,38.48,3.4,81.93,132.9,8,29.731,4.4666,47.133,48.505,0.094372,0.093949,0
a41599,38.63,3.41,82.74,134.19,15,13.862,2.0556,21.887,22.339,0.044,0.042517,0
a41600,38.38,3.38,82.32,133.54,13,15.932,2.4388,25.846,26.493,0.05057,0.05008,0
a41601,38.1,3.37,81.13,131.62,11,14.975,2.2236,23.709,24.167,0.047533,0.046575,0
a41602,38.13,3.36,81.53,132.27,13,19.83,2.8667,30.698,31.168,0.062943,0.061168,0
a41603,39.89,3.59,83.9,135.59,2,10.031,1.5741,16.628,17.096,0.03184,0.031045,0
a41604,39.71,3.58,83.26,134.51,3,14.56,2.2835,24.124,24.8,0.046214,0.045433,0
a41605,39.79,3.59,82.89,133.98,3,17.166,2.6537,28.29,28.841,0.054486,0.053104,0
a41606,39.86,3.59,83.49,134.95,16,15.829,2.418,26.132,26.308,0.050244,0.049878,0
a41607,40.37,3.61,85.96,139.13,8,32.503,4.9631,53.599,53.997,0.10317,0.099274,0
a41608,39.99,3.59,83.77,135.53,28,18.806,3.1645,34.142,34.426,0.059694,0.059169,0
a41609,39.87,3.59,83.29,134.74,39,18.006,2.7709,29.447,30.107,0.057154,0.056414,0
a41610,39.84,3.59,83.09,134.4,26,15.53,2.3712,25.589,25.796,0.049293,0.048658,0
a41611,39.81,3.59,82.94,134.09,9,9.3115,1.4216,15.349,15.466,0.029556,0.028626,0
a41612,39.81,3.59,82.86,134.02,14,19.218,2.9336,31.569,31.907,0.060999,0.05907,0
a41613,39.74,3.58,82.54,133.5,7,14.488,2.2366,23.952,24.316,0.045987,0.044623,0
a41614,39.71,3.58,82.41,133.34,6,11.113,1.7931,19.265,19.5,0.035274,0.034165,0
a41615,39.91,3.59,83.24,134.68,10,21.153,3.1316,33.292,34.027,0.067143,0.066417,0
a41616,39.81,3.59,82.84,134.06,5,10.067,1.4693,15.87,15.986,0.031954,0.031102,0
a41617,39.71,3.58,82.43,133.39,9,11.359,1.6578,17.971,18.042,0.036055,0.035655,0
a41618,39.76,3.58,82.72,133.85,6,7.8721,3.344,36.207,36.389,0.024987,0.024863,0
a41619,39.84,3.58,83.22,134.71,29,12.758,3.0785,33.256,33.494,0.040496,0.039333,0
a41620,40.52,3.65,90.38,145.89,13,23.33,3.4778,36.814,37.777,0.074053,0.073241,0
a41621,40.76,3.69,91.53,147.88,3,17.724,2.9973,31.955,32.576,0.05626,0.054761,0
a41622,40.62,3.66,90.88,146.78,6,23.348,3.4598,37.186,37.627,0.07411,0.071959,0
a41623,40.71,3.68,91.05,147.1,7,26.955,3.9625,42.724,43.105,0.08556,0.082944,0
a41624,40.61,3.66,90.54,146.23,11,26.285,3.9709,41.788,43.112,0.083432,0.083378,0
a41625,40.5,3.65,90.1,145.45,21,37.568,5.6748,59.595,61.602,0.11925,0.1191,0
a41626,40.48,3.64,90.2,145.7,80,28.623,4.3331,45.36,47.025,0.090853,0.090904,0
a41627,40.63,3.65,90.18,145.72,9,15.883,2.3615,25.038,25.654,0.050414,0.049061,0
a41628,40.43,3.62,89.35,144.25,13,17.367,2.9278,31.326,31.829,0.055125,0.053815,0
a41629,40.69,3.66,90.17,145.83,16,22.999,3.3808,36.414,36.774,0.073003,0.071024,0
a41630,40.69,3.66,89.42,144.71,11,27.984,4.1989,44.453,45.609,0.088824,0.087775,0
a41631,40.77,3.67,89.81,145.39,3,14.501,2.2011,22.887,23.875,0.046029,0.046116,0
a41632,40.8,3.69,91.6,148.03,2,10.308,1.4808,15.856,16.1,0.03272,0.032003,0
a41633,40.73,3.68,91.14,147.28,15,27.47,3.9646,42.552,43.112,0.087192,0.084579,0
a41634,40.67,3.65,90.65,146.47,8,14.211,2.0788,22.444,22.616,0.045107,0.043801,0
a41635,40.82,3.7,91.63,148.13,0,12.588,1.904,20.322,20.695,0.039957,0.039257,0
a41636,40.67,3.69,91.17,147.38,58,28.086,4.386,47.247,47.708,0.08915,0.086826,0
a41637,40.77,3.69,91.18,147.36,6,20.787,3.1255,33.342,33.971,0.065979,0.064037,0
a41638,40.7,3.66,90.53,146.32,9,21.551,3.487,37.257,37.905,0.068406,0.067963,0
a41639,40.76,3.67,90.99,147.08,6,18.167,3.0264,32.756,32.932,0.057665,0.056843,0
a41640,40.76,3.67,90.97,147.06,7,17.595,2.647,28.497,28.791,0.055848,0.054163,0
a41641,40.82,3.7,91.52,148.01,2,13.719,2.3241,24.738,25.256,0.043546,0.042927,0
a41642,40.8,3.67,91.04,147.24,2,26.365,3.9919,42.609,43.39,0.083687,0.081729,0
a41643,40.76,3.67,90.86,146.91,14,26.289,3.9081,42.066,42.508,0.083446,0.081527,0
a41644,40.73,3.66,90.6,146.47,7,15.471,2.7273,29.204,29.652,0.049108,0.047674,0
a41645,40.8,3.67,90.96,147.12,4,16.866,2.6373,28.29,28.678,0.053535,0.052097,0
a41646,40.75,3.67,90.67,146.64,6,23.004,3.4072,36.664,37.058,0.073017,0.070809,0
a41647,40.76,3.67,90.86,146.97,11,20.93,3.2292,34.842,35.13,0.066433,0.064264,0
a41648,40.78,3.67,90.75,146.81,5,18.35,2.7255,28.99,29.617,0.058246,0.05629,0
a41649,40.82,3.67,90.84,146.98,2,19.924,2.9026,31.448,31.587,0.063241,0.061148,0
a41650,40.76,3.67,90.5,146.41,5,17.55,2.6066,27.875,28.336,0.055706,0.054566,0
a41651,40.78,3.68,90.39,146.25,1,7.0943,1.1559,12.426,12.571,0.022518,0.021869,0
a41652,40.68,3.68,90.6,146.61,78,15.525,2.3255,24.652,25.263,0.049279,0.048752,0
a41653,40.81,3.68,90.58,146.6,9,15.708,2.3089,25.024,25.128,0.049861,0.048093,0
a41654,40.78,3.67,90.31,146.13,11,23.183,3.5972,38.315,39.093,0.073585,0.072881,0
a41655,40.77,3.67,90.17,145.97,13,23.719,3.5334,37.943,38.424,0.075287,0.073125,0
a41656,40.82,3.68,90.54,146.57,3,15.042,2.2169,23.924,24.117,0.047746,0.0466,0
a41657,40.84,3.68,90.74,146.9,4,11.086,1.6486,17.621,17.921,0.035189,0.034785,0
a41658,40.82,3.68,90.48,146.48,4,12.588,1.8899,19.872,20.517,0.039957,0.038696,0
a41659,40.81,3.67,90.39,146.34,7,19.875,2.9509,31.362,32.064,0.063085,0.061432,0
a41660,40.79,3.67,90.18,145.99,10,14.613,2.2077,23.216,23.968,0.046384,0.04598,0
a41661,40.79,3.67,90.11,145.88,4,9.8569,1.4531,15.592,15.801,0.031287,0.030517,0
a41662,40.8,3.67,90.38,146.34,11,30.375,4.4968,48.319,48.903,0.096415,0.094136,0
a41663,40.85,3.68,91.39,147.86,1,7.7961,2.8604,30.776,31.111,0.024746,0.024009,0
a41664,40.82,3.68,91.14,147.43,4,18.31,2.8716,31.062,31.246,0.058119,0.057297,0
a41665,40.79,3.68,91.03,147.28,10,13.294,2.1572,22.859,23.434,0.042198,0.041835,0
a41666,40.84,3.68,90.85,147.07,5,19.517,3.205,33.799,34.803,0.06195,0.06176,0
a41667,40.81,3.67,91.2,147.73,0,9.4322,1.5329,16.271,16.654,0.029939,0.029622,0
a41668,40.87,3.69,91.28,147.8,0,14.908,2.7381,29.111,29.752,0.047321,0.046505,0
a41669,40.85,3.68,90.79,147.01,2,23.147,4.1237,44.167,44.834,0.073471,0.071263,0
a41670,40.83,3.67,90.65,146.81,2,29.343,4.5389,48.562,49.344,0.093137,0.091171,0
a41671,40.83,3.68,90.93,147.25,5,10.948,1.6479,17.614,17.914,0.034749,0.034496,0
a41672,40.83,3.68,91.12,147.59,1,13.558,2.0087,21.708,21.855,0.043036,0.040482,0
a41673,40.85,3.68,91.08,147.48,3,19.597,3.3595,35.971,36.525,0.062205,0.060535,0
a41674,40.78,3.67,90.83,147.13,15,15.136,2.281,24.352,24.793,0.048044,0.04661,0
a41675,40.81,3.67,90.6,146.72,1,16.517,2.5915,27.632,28.165,0.052429,0.051177,0
a41676,40.8,3.66,90.44,146.48,2,21.739,3.2413,34.756,35.244,0.069002,0.067514,0
a41677,40.79,3.66,90.54,146.66,0,15.516,2.3131,24.688,25.142,0.04925,0.048014,0
a41678,40.77,3.66,90.38,146.4,1,18.23,2.9765,31.627,32.341,0.057863,0.056764,0
a41679,40.79,3.66,90.83,147.13,0,13.12,1.971,21.001,21.421,0.041645,0.040852,0
a41680,40.8,3.67,90.93,147.3,0,13.223,1.9762,21.237,21.492,0.041971,0.040797,0
a41681,40.42,3.63,88.9,143.58,20,25.909,4.2939,45.711,46.662,0.08224,0.079957,0
a41682,40.45,3.64,88.07,142.36,13,21.462,3.8204,41.045,41.547,0.068122,0.067465,0
a41683,40.45,3.64,88.33,142.68,6,23.384,3.8183,40.952,41.519,0.074223,0.073031,0
a41684,40.5,3.64,87.66,141.79,1,7.139,1.9703,21.53,21.457,0.02266,0.025633,0
a41685,40.7,3.66,90.73,146.6,13,29.611,4.6295,50.098,50.376,0.093989,0.09271,0
a41687,18.09,1.96,37.64,64.28,6,26.052,3.7901,41.623,41.291,0.068866,0.059406,0
a41688,12.59,1.62,26.75,47,9,33.419,4.7523,51.627,51.728,0.088339,0.077214,0
a41689,11.13,1.21,22.5,40.74,3,13.889,2.0676,22.337,22.495,0.036714,0.031919,0
a41690,10.46,1.18,21.2,39.71,6,21.283,3.0167,33.42,32.889,0.056258,0.048653,0
a41691,8.81,1.41,20.39,40.42,1,22.914,3.5556,38.622,38.701,0.060571,0.053131,0
a41692,10.76,1.27,22.73,43.41,4,27.09,3.6867,40.08,40.131,0.071607,0.062125,0
a41693,11.85,1.26,23.66,43.91,0,23.987,3.617,39.372,39.377,0.063407,0.055302,0
a41694,13.09,1.36,26.71,49.43,5,13.983,2.0845,22.623,22.687,0.036962,0.032177,0
a41695,12.89,1.3,26.93,48.75,2,11.752,1.6819,18.593,18.333,0.031065,0.027054,0
a41696,15.87,1.76,33.5,58.63,3,6.4416,1.155,12.355,12.557,0.017027,0.014858,0
a41697,13.36,1.65,28.5,50.56,4,15.945,2.3743,25.739,25.839,0.042149,0.036621,0
a41698,14.67,1.71,31.08,54.65,5,25.981,3.735,41.309,40.715,0.068677,0.059656,0
a41699,15.35,1.62,32.5,57.71,8,31.023,4.4715,49.069,48.711,0.082006,0.070732,0
a41700,19.04,2.01,39.89,68.59,3,23.911,3.4795,38.358,37.919,0.063206,0.054455,0
a41701,18.13,1.87,37.99,66.57,3,31.162,4.6412,50.848,50.554,0.082372,0.070917,0
a41702,17.78,1.73,37.37,66.06,4,15.074,2.2248,24.438,24.238,0.039845,0.034277,0
a41703,14.75,1.43,31.16,56.81,3,28.408,4.3749,48.262,47.68,0.075093,0.064532,0
a41704,14.68,1.62,31.17,57.26,5,31.421,4.6507,50.998,50.661,0.083057,0.071764,0
a41705,16.14,1.84,34.19,61.66,3,20.357,3.0212,33.213,32.918,0.053812,0.046209,0
a41706,17.03,1.87,36.13,64.65,0,15.789,2.3359,25.553,25.441,0.041735,0.036078,0
a41707,15.28,1.55,32.39,58.81,15,20.152,3.052,33.013,33.209,0.053268,0.046623,0
a41708,11.25,1.71,24.88,48.15,1,23.084,3.4192,36.586,37.172,0.06102,0.053175,0
a41709,12.36,1.81,27.02,51.69,6,22.476,3.25,35.264,35.372,0.059413,0.051208,0
a41710,15.97,1.7,34.03,61.95,3,17.376,2.5134,27.782,27.397,0.04593,0.039378,0
a41711,13.59,1.92,29.76,56.21,4,15.463,1.678,18.193,18.262,0.040873,0.035958,0
a41712,12.77,1.92,28.53,54.88,4,17.188,2.568,28.247,27.98,0.045434,0.039355,0
a41713,13.96,1.79,30.68,57.74,10,12.95,1.9433,21.3,21.857,0.058184,0.054597,0
a41714,14.12,1.78,31.05,58.25,24,19.003,2.8746,30.897,32.261,0.085379,0.081018,0
a41715,14.23,1.77,31.21,58.33,19,20.147,2.995,33.621,33.775,0.09052,0.084757,0
a41716,14.13,1.78,31.21,58.44,71,26.321,3.9861,42.591,44.707,0.11826,0.11212,0
a41717,14.37,1.77,31.43,58.7,16,20.532,3.1171,33.942,35.033,0.092248,0.087837,0
a41718,14.44,1.76,31.62,58.94,27,19.83,2.9792,33.777,33.635,0.089094,0.084088,0
a41719,14.38,1.78,31.46,58.83,9,14.886,2.2875,25.511,25.778,0.066881,0.061771,0
a41720,14.25,1.79,31.24,58.6,4,11.649,1.7708,18.654,19.83,0.05234,0.049893,0
a41721,14.34,1.79,31.42,58.91,30,19.602,2.9211,31.993,32.851,0.08807,0.080821,0
a41722,14.19,1.8,31.11,58.53,8,13.402,2.0316,21.527,22.765,0.060213,0.057143,0
a41723,14.23,1.8,31.2,58.76,16,11.202,1.6539,18.145,18.603,0.050331,0.046256,0
a41724,14.24,1.8,31.27,58.91,28,17.233,2.6244,27.562,29.38,0.077425,0.074398,0
a41725,14.1,2.01,30.94,58.57,34,17.184,2.5494,28.353,28.72,0.077204,0.072082,0
a41726,14.28,2,31.22,58.91,13,19.016,2.8753,32.266,32.424,0.085439,0.079921,0
a41727,14.41,1.79,31.53,59.19,25,17.792,2.6686,29.754,30.071,0.079936,0.075316,0
a41728,14.35,1.8,31.42,59.1,19,10.59,1.6345,16.165,18.184,0.04758,0.045757,0
a41729,14.37,1.79,31.45,59.01,26,14.157,2.1413,22.255,23.945,0.063607,0.060451,0
a41730,14.45,1.78,31.56,59.09,8,6.1376,0.89609,10.161,10.117,0.027576,0.02564,0
a41731,14.55,1.78,31.77,59.33,29,19.173,2.8489,30.56,31.966,0.086142,0.080459,0
a41732,14.77,1.76,32.16,59.77,16,19.213,3.2104,35.977,36.197,0.086323,0.081586,0
a41733,14.65,1.77,31.94,59.5,13,7.8855,1.2066,12.626,13.502,0.035429,0.034024,0
a41734,14.52,1.78,31.72,59.24,22,5.637,0.84617,9.3621,9.5268,0.025326,0.023681,0
a41735,14.43,1.77,31.59,59,35,24.515,3.6995,38.576,41.384,0.11014,0.10465,0
a41736,14.49,1.76,31.84,59.28,77,27.045,4.1671,43.813,46.656,0.12151,0.11682,0
a41737,14.2,1.79,31.09,58.39,0,8.489,1.306,14.873,14.752,0.03814,0.03502,0
a41738,13.64,1.76,30.22,56.66,12,30.934,4.7473,54.779,53.706,0.13898,0.13109,0
a41739,14.36,1.76,31.43,58.5,16,19.133,2.9844,33.527,33.658,0.085961,0.08072,0
a41740,14.17,1.74,31.2,57.99,47,17.689,2.7448,31.452,31.026,0.079474,0.073974,0
a41741,14.59,1.74,31.79,58.89,20,16.602,2.5507,29.268,28.837,0.074593,0.069493,0
a41742,14.78,1.69,32.18,59.3,12,28.878,4.458,50.795,50.359,0.12975,0.12003,0
a41743,14.8,1.75,32.24,59.72,23,29.222,4.5351,51.531,51.213,0.13129,0.12358,0
a41744,14.95,1.74,32.65,60.31,34,21.35,3.2339,36.979,36.547,0.095923,0.087925,0
a41745,15.57,1.7,33.96,62.11,6,12.427,2.1985,25.347,24.869,0.055835,0.052589,0
a41746,16.03,1.68,34.81,63.21,3,23.589,3.6766,41.613,41.5,0.10599,0.097548,0
a41747,13.97,1.55,30.62,55.99,16,26.674,4.1445,47.03,46.796,0.11984,0.11,0
a41748,15.19,1.63,33.14,60.19,11,25.19,3.8696,43.758,43.674,0.11318,0.10462,0
a41749,14.39,1.63,31.41,57.67,6,27.599,4.4524,50.748,50.297,0.124,0.114,0
a41750,14.42,1.67,31.47,58,11,24.837,3.8481,44.141,43.504,0.11159,0.1038,0
a41751,15.77,1.67,34.27,62.21,10,25.605,3.966,45.245,44.808,0.11504,0.1055,0
a41752,15.68,1.65,34.11,61.76,3,14.837,2.3243,26.302,26.236,0.06666,0.061121,0
a41753,15.2,1.68,33.09,60.51,10,22.476,3.4496,39.382,38.977,0.10098,0.09253,0
a41754,14.77,1.66,32.15,58.94,5,23.679,3.7009,41.863,41.772,0.10639,0.097917,0
a41755,14.95,1.76,32.58,60.37,8,18.945,2.9046,32.963,32.796,0.085118,0.080308,0
a41756,15.14,1.76,33.03,61.07,17,35.936,5.5625,63.797,62.883,0.16146,0.15034,0
a41757,15.65,1.65,34.26,62.68,34,24.287,3.6898,41.95,41.671,0.10912,0.10055,372
a41758,16.13,1.72,34.95,63.79,2,32.405,4.9336,56.087,55.717,0.14559,0.13411,0
a41759,16.87,1.7,36.35,65.77,9,37.385,5.6168,63.797,63.427,0.16797,0.1542,0
a41760,14.61,1.78,31.82,59.48,16,12.695,1.9606,22.583,22.175,0.05704,0.053248,0
a41761,14.64,1.77,32.22,60.03,75,31.381,4.8986,56.228,55.383,0.14099,0.13146,0
a41762,14.33,1.79,31.58,59.32,88,14.649,2.2923,26.247,25.91,0.065817,0.060517,0
a41763,14.5,1.79,31.66,59.4,10,14.394,2.28,25.965,25.754,0.064672,0.060511,0
a41764,14.73,1.77,32.19,59.99,7,32.123,5.1172,58.505,57.829,0.14433,0.13207,0
a41765,14.72,1.77,32.24,60.08,0,10.156,1.8233,21.065,20.63,0.045632,0.042816,0
a41766,14.2,2,31.08,58.77,15,28.149,4.3604,49.887,49.28,0.12647,0.11762,0
a41767,13.97,2.01,30.6,58.14,7,15.936,2.5239,28.486,28.48,0.071601,0.066169,0
a41768,14.13,1.95,31,58.26,5,29.36,4.945,56.721,55.903,0.13191,0.12296,0
a41769,17.09,1.95,36.34,65.65,2,8.4085,1.1509,13.221,13.013,0.037779,0.034368,0
a41770,15.04,1.76,33.04,61.11,2,11.779,1.7803,20.274,20.11,0.052922,0.048443,0
a41771,15.41,1.76,33.73,62.08,3,25.749,4.3518,49.347,49.133,0.11569,0.10624,0
a41772,16.93,1.72,36.01,65.21,0,20.335,3.3796,38.505,38.177,0.091364,0.083163,0
a41773,19.14,1.99,40.84,72.1,22,20.331,3.7328,42.678,42.184,0.091344,0.085086,0
a41774,19.93,2,42.17,74.02,7,28.422,4.9342,56.368,55.756,0.1277,0.11703,0
a41775,18.5,1.97,39.47,70.18,1,17.438,2.9649,34.012,33.519,0.078349,0.073347,0
a41776,18.25,1.97,38.97,69.39,1,26.356,4.447,50.059,50.165,0.11842,0.11067,0
a41777,18.16,1.96,38.81,69,3,35.547,5.6886,64.314,64.203,0.15971,0.14773,0
a41778,18.24,1.91,39.21,69.15,2,36.437,6.1517,69.535,69.429,0.16371,0.15136,0
a41779,17.02,1.89,36.86,65.85,0,22.239,3.6525,41.409,41.236,0.09992,0.091787,120
a41780,18.5,1.95,39.59,69.99,5,27.076,4.407,49.824,49.738,0.12165,0.11259,0
a41781,15.83,1.75,34.59,61.65,12,19.186,3.3509,38.231,37.859,0.086202,0.079,0
a41782,16.46,1.83,35.73,63.84,5,40.836,6.986,79.672,78.924,0.18347,0.16748,0
a41783,18.99,1.9,40.66,70.69,32,24.439,3.6929,42.427,41.757,0.1098,0.10242,0
a41784,19.44,1.86,41.59,71.77,20,33.075,5.2124,58.811,58.815,0.1486,0.13736,0
a41785,18.21,1.87,39.29,68.52,14,38.238,5.8851,66.967,66.47,0.1718,0.15802,0
a41786,19.23,1.94,41.04,71.52,9,20.979,3.2551,37.167,36.78,0.094256,0.086309,0
a41787,18.09,1.86,39.07,68.6,13,29.763,4.6473,52.376,52.432,0.13372,0.12408,0
a41788,19.04,1.98,40.5,71.59,1,31.761,5.2203,58.999,58.916,0.1427,0.13109,0
a41789,18.55,1.97,39.59,70.33,0,5.1408,0.86536,9.7222,9.7598,0.023097,0.021186,0
a41790,26.27,2.64,54.48,90.72,14,32.659,4.7604,52.02,51.841,0.10367,0.098796,0
a41791,26.98,2.69,55.9,92.73,15,29.173,4.1037,44.789,44.685,0.092598,0.088292,0
a41792,27.8,2.7,57.52,95.07,25,32.87,4.8848,52.828,53.151,0.10433,0.101,0
a41793,27.68,2.67,57.38,94.94,9,16.893,2.4413,26.41,26.565,0.053621,0.051446,0
a41794,27.01,2.68,56.05,93.05,11,25.36,3.9197,42.652,42.671,0.080495,0.076598,0
a41795,27.66,2.64,57.39,94.98,12,23.965,3.4125,37.407,37.172,0.076068,0.072675,0
a41796,28.34,2.73,58.6,96.73,12,22.324,3.2589,34.692,35.415,0.07086,0.067959,0
a41797,28.23,2.7,58.56,96.72,16,33.741,5.4157,59.437,58.998,0.1071,0.10296,0
a41798,27.52,2.7,57.37,95.04,38,11.301,1.4519,15.913,15.815,0.03587,0.034504,0
a41799,27.87,2.63,58.14,96.16,14,34.506,5.4601,59.316,59.432,0.10953,0.10536,0
a41800,27.05,2.63,56.38,93.65,0,7.2418,1.0404,11.412,11.333,0.022986,0.022229,0
a41801,26.2,2.62,54.43,90.72,2,16.012,2.3021,25.081,25.063,0.050825,0.048264,0
a41802,26.45,2.61,55.1,91.77,6,25.909,3.632,39.987,39.577,0.08224,0.078168,0
a41803,29.13,2.81,60.14,99,10,16.732,2.5153,27.282,27.376,0.05311,0.051168,0
a41804,29.01,2.79,59.99,98.81,12,12.383,1.8429,20.229,20.076,0.039304,0.037185,0
a41805,29.44,2.83,60.85,100.08,6,10.197,1.4997,16.421,16.334,0.032365,0.030941,0
a41806,29.76,2.86,61.49,101.04,8,20.657,3.063,33.584,33.366,0.065568,0.062121,0
a41807,29.7,2.85,61.52,101.1,7,11.296,1.6802,18.457,18.305,0.035856,0.033855,0
a41808,28.75,2.54,59.71,98.43,29,33.697,5.2482,57.737,57.184,0.10696,0.10089,1428
a41809,27.04,2.6,56.64,94.04,5,20.988,2.9497,32.305,32.128,0.066618,0.064066,0
a41810,27.29,2.62,57.24,94.9,12,25.082,3.618,39.251,39.377,0.079615,0.076079,0
a41811,26.91,2.58,56.52,93.84,12,18.846,2.7239,29.54,29.645,0.059821,0.057556,0
a41812,31.05,2.89,64.34,105.42,2,15.811,2.3373,25.553,25.455,0.050187,0.047765,0
a41813,31.22,2.93,64.52,105.69,2,20.188,2.992,32.613,32.576,0.064078,0.061144,0
a41814,31.56,3.04,65.14,106.59,2,16.258,2.4214,26.332,26.358,0.051606,0.049315,0
a41815,30.48,2.89,62.91,103.19,1,14.662,2.1932,23.952,23.883,0.04654,0.043878,0
a41816,30.57,2.89,63.3,103.79,16,24.112,3.6001,39.444,39.214,0.076536,0.072536,0
a41817,29.32,2.79,60.94,100.26,1,24.756,3.7376,40.644,40.686,0.078579,0.074965,0
